,name_product,color,description,cloth_path,material,price,rates,url
57,Tiro Suit-Up Advanced Track Jacket,Better Scarlet S23,"The Tiro jacket has been seen across stadiums and pitches across the world. It's now been reimagined as a lifestyle jacket. A sporty uniform, for all that you do.",Cloth/000131_1.jpg,"70% recycled polyester, 30% cotton",$30,4.2,https://www.adidas.com/us/tiro-suit-up-advanced-track-jacket/HY3788.html
58,Los Angeles FC 22/23 Home Authentic Jersey,Black,"Essence of LA. Inspired by the bold, art deco style that's come to define their home city, this adidas Los Angeles FC authentic jersey makes an impression. It's created to fly on the field with moisture-absorbing AEROREADY and lightweight details. Standing out over the mesmerizing geometric design, a centrally placed team badge details your soccer pride.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000132_1.jpg,100% recycled polyester tricot,$65,4.9,https://www.adidas.com/us/los-angeles-fc-22-23-home-authentic-jersey/H45421.html
59,Hispanic Heritage Long Sleeve Graphic Tee,Semi Impact Orange,"Made from cotton jersey fabric and finished with ribbed cuffs, it keeps you comfortable day to day. Wear it on its own or under a vest to show off the decorated sleeves.   We partner with Better Cotton to improve cotton farming globally. Better Cotton makes global cotton production better for the people who produce it, better for the environment it grows in, and better for the sector's future.    Better Cotton is sourced via a chain-of-custody model called mass balance. This means that Better Cotton is not physically traceable to end products. However, Better Cotton Farmers benefit from the demand for Better Cotton in equivalent volumes to those we ""source.""   Find out more here: bettercotton.org/learnmore",Cloth/000138_1.jpg,100% cotton single jersey,$80,5.0,https://www.adidas.com/us/hispanic-heritage-long-sleeve-graphic-tee/IQ4522.html
60,Hispanic Heritage Long Sleeve Graphic Tee,Semi Impact Orange,"Made from cotton jersey fabric and finished with ribbed cuffs, it keeps you comfortable day to day. Wear it on its own or under a vest to show off the decorated sleeves.   We partner with Better Cotton to improve cotton farming globally. Better Cotton makes global cotton production better for the people who produce it, better for the environment it grows in, and better for the sector's future.    Better Cotton is sourced via a chain-of-custody model called mass balance. This means that Better Cotton is not physically traceable to end products. However, Better Cotton Farmers benefit from the demand for Better Cotton in equivalent volumes to those we ""source.""   Find out more here: bettercotton.org/learnmore",Cloth/001027_1.jpg,100% cotton single jersey,$80,5.0,https://www.adidas.com/us/hispanic-heritage-long-sleeve-graphic-tee/IQ4522.html
61,Messi Tee,White / Mls-Mif-37q,"Messi and Miami. The perfect match. Displaying soccer superstar Lionel Messi's logo and number, this adidas tee is ready for kickoff. Perfect for watching his jaw-dropping play or for hanging out with friends, it's built with single jersey fabric for day-long comfort.",Cloth/000143_1.jpg,100% cotton single jersey,$260,4.1,https://www.adidas.com/us/messi-tee/JH1136.html
62,Adicross Long Sleeve Turtleneck Polo Shirt,Black,"Add pizzazz to your afternoon round in this adidas golf polo shirt. The turtleneck style offers extra coverage during cool weather, and cotton piqué feels soft and cozy as you play. Golf course graphics show off your love for the game wherever you go.   We partner with Better Cotton to improve cotton farming globally. Better Cotton makes global cotton production better for the people who produce it, better for the environment it grows in, and better for the sector's future.    Better Cotton is sourced via a chain-of-custody model called mass balance. This means that Better Cotton is not physically traceable to end products. However, Better Cotton Farmers benefit from the demand for Better Cotton in equivalent volumes to those we ""source.""   Find out more here: bettercotton.org/learnmore",Cloth/000146_1.jpg,100% cotton piqué,$65,4.3,https://www.adidas.com/us/adicross-long-sleeve-turtleneck-polo-shirt/HZ3229.html
63,River Plate 23/24 Home Jersey,White / Red,"Saluting Los Millonarios' soccer fortress on its 85th anniversary. Mimicking the skewed dimensions of the red sashes visible when El Monumental lies empty, this adidas River Plate home jersey pays tribute to the club's beloved stadium. Created for comfort, it combines moisture-wicking AEROREADY and breathable mesh panels. A woven badge and ""Grandeza"" signoff build on that club pride.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000148_1.jpg,100% recycled polyester interlock,$100,5.0,https://www.adidas.com/us/river-plate-23-24-home-jersey/HT3677.html
64,Oasis Mesh Polo Shirt,Bright Red,"From the first tee through the back nine, you'll feel as good as you look in this adidas golf polo shirt. It's made of soft, stretchy mesh fabric for a lightweight, breathable feel. The oasis-inspired allover print stands out on the course.   Made with a series of recycled materials, and at least 70% recycled content, this product represents just one of our solutions to help end plastic waste.",Cloth/000155_1.jpg,"92% recycled polyester, 8% elastane mesh",$100,4.9,https://www.adidas.com/us/oasis-mesh-polo-shirt/HZ0439.html
65,Techfit 3-Stripes Training Long Sleeve Tee,Black,"Cardio to arm day, this adidas base-layer t-shirt will help you power through. Break your personal records in total comfort, thanks to mesh on the upper back where you need it most and moisture-absorbing AEROREADY. Everything about this tee is made so you can move freely, like a dynamic shape and a super-stretchy fabric.",Cloth/000156_1.jpg,"79% recycled polyester, 21% elastane interlock",$60,4.8,https://www.adidas.com/us/techfit-3-stripes-training-long-sleeve-tee/HD3532.html
66,Golf Graphic Tee,White,"Show off your dedication to the game in this adidas golf t-shirt. Graphics on the front and back say it all, and the soft cotton feels good whether you're practicing your drive at the range or kicking back at the clubhouse.   We partner with Better Cotton to improve cotton farming globally. Better Cotton makes global cotton production better for the people who produce it, better for the environment it grows in, and better for the sector's future.    Better Cotton is sourced via a chain-of-custody model called mass balance. This means that Better Cotton is not physically traceable to end products. However, Better Cotton Farmers benefit from the demand for Better Cotton in equivalent volumes to those we ""source.""   Find out more here: bettercotton.org/learnmore",Cloth/000157_1.jpg,100% cotton single jersey,$110,4.9,https://www.adidas.com/us/golf-graphic-tee/II6055.html
67,Ultimate Engineered Knit Tee,Lucid Lemon F23,"Blending style with considered design details, the latest range of adidas running staples will keep you looking and feeling good while you put in the kms. The high-performance pieces were designed to minimize distraction on high-energy runs, so you can focus on what matters most: having fun as you stride.  Stay on pace in this adidas running t-shirt. Designed to manage your body's sweat, adidas AEROREADY keeps you feeling comfortable longer. The soft jacquard knit feels light against your skin, and reflective details shine when you're still going strong in the fading light.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000159_1.jpg,100% recycled polyester jacquard,$50,4.6,https://www.adidas.com/us/ultimate-engineered-knit-tee/HZ4439.html
68,Z.N.E. Tee,Off White,"Serving up zero negative energy, this adidas t-shirt is designed to help you feel your best. Made from soft fabric and cut for a relaxed fit, it lets you disconnect from daily worries and recharge. Pair yours with fleece shorts or joggers for head-to-toe comfort and calm vibes.   By choosing recycled, we are able to reuse materials that have already been created, which helps to reduce waste. Renewable materials choices will help us to remove our reliance on finite resources. Our products made with a blend of recycled and renewable materials feature at least 70% total of these materials.",Cloth/000160_1.jpg,"65% cotton, 35% recycled polyester doubleknit",$40,5.0,https://www.adidas.com/us/z.n.e.-tee/IN7097.html
69,HEAT.RDY Polo Shirt,Collegiate Navy,"Hot, humid weather is good golf weather as long as you're prepared. This adidas polo shirt is made with HEAT.RDY tech to keep you comfortable when the temperature rises. The classic cut has contrast sleeve hems for added style.   Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000166_1.jpg,100% recycled polyester doubleknit,$70,4.8,https://www.adidas.com/us/heat.rdy-polo-shirt/HS1134.html
70,FC Bayern Tiro 23 Training Jersey,Off White,"Train like Bavaria's finest. The top FC Bayern players pull on when they're preparing for the biggest games, this adidas soccer jersey is cut for a slim fit from soft, smooth interlock fabric. On the pitch or in the gym, moisture-wicking AEROREADY and mesh inserts under the arms combine to ensure you breeze through your workouts.  Made with 100% recycled materials, this product represents just one of our solutions to help end plastic waste.",Cloth/000173_1.jpg,100% recycled polyester interlock,$50,5.0,https://www.adidas.com/us/fc-bayern-tiro-23-training-jersey/HY3255.html
71,City Escape Tee,Silver Green,"Inspired by the spirit of adventure, this all element tee from adidas takes you where you need to be — fresh air, cool breeze, even an evening mist. The water repellent finish lets you keep dry and take on whatever the day may bring. A smartly placed cargo pocket lets you keep the essentials on you while staying hands-free.  This garment is made with a yarn which contains 50% Parley Ocean Plastic — reimagined plastic waste, intercepted on remote islands, beaches, coastal communities and shorelines, preventing it from polluting our ocean. This garment contains at least 70% recycled content in total.",Cloth/000176_1.jpg,100% recycled polyester plain weave,$90,4.6,https://www.adidas.com/us/city-escape-tee/IC3731.html
